id,consumption,hodge_id,hodge_s,excluded,local_inconsistency,global_inconsistency,self_assessed_wealth,hamlet,ranking_meeting,nhhrank,quota_final,maintreatment,elite_meeting,ranking_meeting_norm,HodgeCBT_targets,tradCBT_targets
408,347.242,3,-0.6607142857,408,0.165413461,0.0,1.0,556,6,13,5,Full community,1.0,0.46153846153846156,Included,Excluded
499,704.15,4,0.6666666667,499,0.1490147783,0.0,6.0,556,13,13,5,Full community,1.0,1.0,Excluded,Excluded
509,384.4127,5,-0.2321428571,509,0.1444015287,0.0,2.0,556,8,13,5,Full community,1.0,0.6153846153846154,Excluded,Excluded
691,187.4429,6,0.0,691,0.1698113208,0.0,2.0,556,7,13,5,Full community,1.0,0.5384615384615384,Excluded,Excluded
836,1188.077,7,0.4166666667,836,0.1491671234,0.0,3.0,556,11,13,5,Full community,1.0,0.8461538461538461,Excluded,Excluded
951,131.0923,8,-0.7678571429,951,0.1557171795,0.0,1.0,556,4,13,5,Full community,1.0,0.3076923076923077,Included,Included
131,2849.869,0,0.8333333333,131,0.1840628507,0.0,3.0,558,21,22,10,Hybrid,0.0,0.9545454545454546,Excluded,Excluded
320,416.1845,1,-0.7321428571,320,0.1687596988,0.0,1.0,558,2,22,10,Hybrid,0.0,0.09090909090909091,Included,Included
515,360.9524,2,-0.7678571429,515,0.1844244567,0.0,2.0,558,1,22,10,Hybrid,0.0,0.045454545454545456,Included,Included
531,455.3571,3,0.505952381,531,0.173703331,0.0,4.0,558,20,22,10,Hybrid,0.0,0.9090909090909091,Excluded,Excluded
587,123.6476,4,-0.375,587,0.1726190476,0.0,1.0,558,9,22,10,Hybrid,0.0,0.4090909090909091,Included,Included
661,606.7714,5,0.1666666667,661,0.1854368095,0.0,3.0,558,14,22,10,Hybrid,0.0,0.6363636363636364,Excluded,Excluded
748,882.3333,6,0.0,748,0.1838060384,0.0,2.0,558,17,22,10,Hybrid,0.0,0.7727272727272727,Excluded,Excluded
809,640.2946,7,-0.0476190476,809,0.1728057251,0.0,2.0,558,10,22,10,Hybrid,0.0,0.45454545454545453,Excluded,Included
950,1020.597,8,0.4166666667,950,0.1726190476,0.0,3.0,558,16,22,10,Hybrid,0.0,0.7272727272727273,Excluded,Excluded
76,424.1468,0,-0.3174603175,76,0.1447272341,0.0,2.0,559,4,16,9,Full community,1.0,0.25,Included,Included
271,778.4672,1,0.8253968254,271,0.1487321969,0.0,3.0,559,16,16,9,Full community,1.0,1.0,Excluded,Excluded
279,297.2381,2,0.5079365079,279,0.1579530573,0.0,1.0,559,12,16,9,Full community,1.0,0.75,Excluded,Excluded
429,563.5476,3,-0.253968254,429,0.1573871558,0.0,3.0,559,14,16,9,Full community,1.0,0.875,Excluded,Excluded
585,199.5697,4,0.253968254,585,0.1499073863,0.0,3.0,559,13,16,9,Full community,1.0,0.8125,Excluded,Excluded
598,315.9048,5,-0.6984126984,598,0.1643476045,0.0,3.0,559,3,16,9,Full community,1.0,0.1875,Included,Included
763,177.3929,6,-0.4126984127,763,0.1716324912,0.0,1.0,559,6,16,9,Full community,1.0,0.375,Included,Included
766,278.7813,7,-0.0952380952,766,0.1507021589,0.0,3.0,559,8,16,9,Full community,1.0,0.5,Excluded,Included
900,320.0516,8,0.1904761905,900,0.1540231496,0.0,3.0,559,2,16,9,Full community,1.0,0.125,Excluded,Included
189,438.0726,0,0.0,189,0.1111111111,0.0,2.0,560,50,91,8,Hybrid,1.0,0.5494505494505495,Excluded,Excluded
666,1204.325,1,-0.4444444444,666,0.0175438596,0.0,4.0,560,65,91,8,Hybrid,1.0,0.7142857142857143,Included,Excluded
677,1035.368,2,-0.2222222222,677,0.0175438596,0.0,2.0,560,88,91,8,Hybrid,1.0,0.967032967032967,Excluded,Excluded
719,778.4166,3,0.6666666667,719,0.0,0.0,4.0,560,76,91,8,Hybrid,1.0,0.8351648351648352,Excluded,Excluded
58,557.7738,0,-0.2083333333,58,0.1451449764,0.0,3.0,562,16,43,9,Full community,0.0,0.37209302325581395,Excluded,Excluded
101,631.1693,1,0.3988095238,101,0.1436766571,0.0,3.0,562,21,43,9,Full community,0.0,0.4883720930232558,Excluded,Excluded
242,1062.714,2,-0.6071428571,242,0.1626097547,0.0,1.0,562,9,43,9,Full community,0.0,0.20930232558139536,Included,Included
271,1730.958,3,0.0,271,0.1823639568,0.0,4.0,562,37,43,9,Full community,0.0,0.8604651162790697,Excluded,Excluded
295,724.3929,4,0.5357142857,295,0.1473605223,0.0,4.0,562,31,43,9,Full community,0.0,0.7209302325581395,Excluded,Excluded
480,613.5873,5,0.7321428571,480,0.1499959362,0.0,4.0,562,40,43,9,Full community,0.0,0.9302325581395349,Excluded,Excluded
502,631.2441,6,0.0833333333,502,0.1451729978,0.0,1.0,562,29,43,9,Full community,0.0,0.6744186046511628,Excluded,Excluded
715,240.2762,7,-0.6964285714,715,0.144463129,0.0,2.0,562,10,43,9,Full community,0.0,0.23255813953488372,Included,Excluded
930,409.1958,8,-0.2380952381,930,0.1527558706,0.0,3.0,562,22,43,9,Full community,0.0,0.5116279069767442,Excluded,Excluded
217,887.4617,0,0.14,217,0.0667715297,0.0,4.0,563,56,57,7,Hybrid,0.0,0.9824561403508771,Excluded,Excluded
564,1732.809,2,0.32,564,0.070965236,0.0,3.0,563,42,57,7,Hybrid,0.0,0.7368421052631579,Excluded,Excluded
707,594.6786,3,-0.8,707,0.1296137339,0.0,3.0,563,37,57,7,Hybrid,0.0,0.6491228070175439,Included,Excluded
793,1159.087,4,0.5,793,0.0969432314,0.0,4.0,563,45,57,7,Hybrid,0.0,0.7894736842105263,Excluded,Excluded
973,1129.73,5,-0.1,973,0.1024875622,0.0,4.0,563,44,57,7,Hybrid,0.0,0.7719298245614035,Excluded,Excluded
109,356.3781,0,0.5396825397,109,0.1335941662,0.0,4.0,567,41,44,20,Full community,0.0,0.9318181818181818,Excluded,Excluded
307,432.034,1,0.0952380952,307,0.139549722,0.0,1.0,567,33,44,20,Full community,0.0,0.75,Excluded,Excluded
375,644.8125,2,0.6349206349,375,0.1464385625,0.0,5.0,567,40,44,20,Full community,0.0,0.9090909090909091,Excluded,Excluded
535,361.4795,3,-0.6349206349,535,0.1336676402,0.0,1.0,567,9,44,20,Full community,0.0,0.20454545454545456,Included,Included
630,326.2778,4,-0.7936507937,630,0.1434376124,0.0,1.0,567,5,44,20,Full community,0.0,0.11363636363636363,Included,Included
700,642.9881,5,0.7619047619,700,0.1590248699,0.0,6.0,567,43,44,20,Full community,0.0,0.9772727272727273,Excluded,Excluded
880,252.4048,6,-0.253968254,880,0.1513781395,0.0,1.0,567,15,44,20,Full community,0.0,0.3409090909090909,Excluded,Included
915,697.9194,7,0.1587301587,915,0.1494631074,0.0,3.0,567,38,44,20,Full community,0.0,0.8636363636363636,Excluded,Excluded
967,283.5974,8,-0.5079365079,967,0.1620943344,0.0,1.0,567,8,44,20,Full community,0.0,0.18181818181818182,Included,Included
175,184.4073,0,0.4761904762,175,0.142557292,0.0,2.0,568,12,21,10,Hybrid,0.0,0.5714285714285714,Excluded,Excluded
181,244.6409,1,-0.8571428571,181,0.1447907358,0.0,1.0,568,8,21,10,Hybrid,0.0,0.38095238095238093,Included,Included
224,210.8175,2,-0.6031746032,224,0.1471219809,0.0,2.0,568,10,21,10,Hybrid,0.0,0.47619047619047616,Included,Included
371,181.3367,3,0.380952381,371,0.1526348785,0.0,3.0,568,20,21,10,Hybrid,0.0,0.9523809523809523,Excluded,Excluded
496,298.8244,4,-0.4761904762,496,0.1472215249,0.0,2.0,568,9,21,10,Hybrid,0.0,0.42857142857142855,Included,Included
521,224.1865,5,0.7936507937,521,0.1525039783,0.0,3.0,568,21,21,10,Hybrid,0.0,1.0,Excluded,Excluded
731,409.8146,6,0.4444444444,731,0.1532579787,0.0,1.0,568,15,21,10,Hybrid,0.0,0.7142857142857143,Excluded,Excluded
812,390.9563,7,0.0,812,0.145409494,0.0,2.0,568,18,21,10,Hybrid,0.0,0.8571428571428571,Excluded,Excluded
904,360.3611,8,-0.1587301587,904,0.1564574109,0.0,1.0,568,14,21,10,Hybrid,0.0,0.6666666666666666,Excluded,Excluded
15,834.246,0,0.0,15,0.0901960784,0.0,5.0,569,21,21,6,Full community,1.0,1.0,Excluded,Excluded
120,1005.008,1,-0.5142857143,120,0.0704507513,0.0,3.0,569,6,21,6,Full community,1.0,0.2857142857142857,Included,Included
269,385.0655,2,0.0,269,0.0695652174,0.0,2.0,569,17,21,6,Full community,1.0,0.8095238095238095,Excluded,Excluded
316,394.4113,3,0.2285714286,316,0.0326136886,0.0,4.0,569,19,21,6,Full community,1.0,0.9047619047619048,Excluded,Excluded
377,441.1143,4,0.0,377,0.0488888889,0.0,2.0,569,16,21,6,Full community,1.0,0.7619047619047619,Excluded,Excluded
414,431.0833,5,0.0,414,0.0434782609,0.0,2.0,569,8,21,6,Full community,1.0,0.38095238095238093,Excluded,Excluded
491,515.7778,6,-0.2285714286,491,0.054968129,0.0,3.0,569,15,21,6,Full community,1.0,0.7142857142857143,Excluded,Excluded
688,758.4703,7,0.7428571429,688,0.0311451845,0.0,6.0,569,20,21,6,Full community,1.0,0.9523809523809523,Excluded,Excluded
924,492.6555,8,-0.2285714286,924,0.0370717973,0.0,2.0,569,13,21,6,Full community,1.0,0.6190476190476191,Excluded,Excluded
206,2264.131,0,0.1964285714,206,0.0868599972,0.0,4.0,570,18,27,5,Hybrid,1.0,0.6666666666666666,Excluded,Excluded
309,414.3333,1,0.0654761905,309,0.0875854993,0.0,2.0,570,19,27,5,Hybrid,1.0,0.7037037037037037,Excluded,Excluded
379,1700.411,2,0.25,379,0.1068030021,0.0,3.0,570,22,27,5,Hybrid,1.0,0.8148148148148148,Excluded,Excluded
393,2138.607,3,0.6964285714,393,0.0816285296,0.0,5.0,570,27,27,5,Hybrid,1.0,1.0,Excluded,Excluded
472,269.2619,4,-0.5119047619,472,0.117227386,0.0,3.0,570,16,27,5,Hybrid,1.0,0.5925925925925926,Included,Excluded
507,799.4426,5,0.5119047619,507,0.0981356246,0.0,4.0,570,20,27,5,Hybrid,1.0,0.7407407407407407,Excluded,Excluded
596,1198.226,6,-0.7678571429,596,0.1056806443,0.0,2.0,570,13,27,5,Hybrid,1.0,0.48148148148148145,Included,Excluded
634,292.7349,7,-0.4404761905,634,0.0779554396,0.0,2.0,570,17,27,5,Hybrid,1.0,0.6296296296296297,Included,Excluded
56,405.9375,0,-0.4619047619,56,0.0925379663,0.0,3.0,571,24,45,6,Hybrid,0.0,0.5333333333333333,Included,Excluded
290,539.4167,1,0.0,290,0.1299930997,0.0,1.0,571,9,45,6,Hybrid,0.0,0.2,Excluded,Excluded
375,193.8042,2,0.275,375,0.1281267243,0.0,2.0,571,23,45,6,Hybrid,0.0,0.5111111111111111,Excluded,Excluded
538,198.8929,3,-0.2488095238,538,0.1249508225,0.0,2.0,571,12,45,6,Hybrid,0.0,0.26666666666666666,Excluded,Excluded
541,558.2238,4,0.3642857143,541,0.1344313765,0.0,1.0,571,27,45,6,Hybrid,0.0,0.6,Excluded,Excluded
599,319.6837,5,0.1916666667,599,0.0976523136,0.0,3.0,571,22,45,6,Hybrid,0.0,0.4888888888888889,Excluded,Excluded
608,351.0572,6,0.6821428571,608,0.1571847738,0.0,3.0,571,30,45,6,Hybrid,0.0,0.6666666666666666,Excluded,Excluded
882,133.4762,7,-0.5654761905,882,0.1043699372,0.0,1.0,571,17,45,6,Hybrid,0.0,0.37777777777777777,Included,Excluded
948,395.4857,8,-0.2369047619,948,0.0866138721,0.0,1.0,571,25,45,6,Hybrid,0.0,0.5555555555555556,Excluded,Excluded
683,1072.866,0,0.75,683,0.0833333333,0.0,4.0,575,34,43,1,Full community,1.0,0.7906976744186046,Excluded,Excluded
707,372.5714,1,-0.5,707,0.1,0.0,3.0,575,12,43,1,Full community,1.0,0.27906976744186046,Included,Excluded
817,505.3929,2,-0.6666666667,817,0.0,0.0,4.0,575,1,43,1,Full community,1.0,0.023255813953488372,Included,Included
962,650.8047,3,0.25,962,0.0833333333,0.0,4.0,575,17,43,1,Full community,1.0,0.3953488372093023,Excluded,Excluded
42,598.7767,0,-0.2,42,0.1647058824,0.0,4.0,577,9,26,3,Hybrid,1.0,0.34615384615384615,Excluded,Excluded
54,998.9464,1,-0.1,54,0.1694352159,0.0,3.0,577,15,26,3,Hybrid,1.0,0.5769230769230769,Excluded,Excluded
410,1537.354,2,0.8,410,0.1567567568,0.0,5.0,577,25,26,3,Hybrid,1.0,0.9615384615384616,Excluded,Excluded
435,817.2619,3,-0.8,435,0.2,0.0,2.0,577,21,26,3,Hybrid,1.0,0.8076923076923077,Included,Excluded
575,474.746,4,0.3,575,0.1534883721,0.0,3.0,577,5,26,3,Hybrid,1.0,0.19230769230769232,Excluded,Excluded
3,1635.238,0,0.0,3,0.2564102564,0.0,3.0,578,44,51,15,Full community,0.0,0.8627450980392157,Excluded,Excluded
320,257.2341,1,-0.0555555556,320,0.1575757576,0.0,2.0,578,48,51,15,Full community,0.0,0.9411764705882353,Excluded,Excluded
387,485.1369,2,-0.5,387,0.1575757576,0.0,1.0,578,10,51,15,Full community,0.0,0.19607843137254902,Included,Included
414,1117.869,3,0.2222222222,414,0.1751412429,0.0,3.0,578,12,51,15,Full community,0.0,0.23529411764705882,Excluded,Included
633,598.3483,4,-0.8333333333,633,0.1575757576,0.0,1.0,578,4,51,15,Full community,0.0,0.0784313725490196,Included,Included
881,426.6953,5,0.4444444444,881,0.1751412429,0.0,3.0,578,21,51,15,Full community,0.0,0.4117647058823529,Excluded,Excluded
939,337.3006,6,0.7222222222,939,0.1581920904,0.0,4.0,578,49,51,15,Full community,0.0,0.9607843137254902,Excluded,Excluded
186,263.6201,0,-0.5978835979,186,0.1793932755,0.0,1.0,579,43,82,32,Hybrid,1.0,0.524390243902439,Included,Excluded
345,586.4286,1,0.6777777778,345,0.2038193125,0.0,5.0,579,55,82,32,Hybrid,1.0,0.6707317073170732,Excluded,Excluded
379,480.5102,2,0.5814814815,379,0.1851757909,0.0,1.0,579,4,82,32,Hybrid,1.0,0.04878048780487805,Excluded,Included
435,255.2123,3,-0.1925925926,435,0.1862059783,0.0,2.0,579,67,82,32,Hybrid,1.0,0.8170731707317073,Excluded,Excluded
462,271.7833,4,0.0201058201,462,0.1663579123,0.0,2.0,579,34,82,32,Hybrid,1.0,0.4146341463414634,Excluded,Excluded
665,213.5982,5,-0.2555555556,665,0.2188211872,0.0,1.0,579,70,82,32,Hybrid,1.0,0.8536585365853658,Excluded,Excluded
847,285.4167,6,0.4222222222,847,0.1652106171,0.0,2.0,579,60,82,32,Hybrid,1.0,0.7317073170731707,Excluded,Excluded
881,530.7361,7,-0.3444444444,881,0.2235437749,0.0,1.0,579,72,82,32,Hybrid,1.0,0.8780487804878049,Included,Excluded
901,477.9345,8,-0.3111111111,901,0.1793593419,0.0,1.0,579,18,82,32,Hybrid,1.0,0.21951219512195122,Included,Included
214,182.8065,0,-0.2023809524,214,0.1307252164,0.0,1.0,580,15,40,15,Full community,0.0,0.375,Excluded,Included
253,850.2857,1,0.7321428571,253,0.1376267701,0.0,4.0,580,24,40,15,Full community,0.0,0.6,Excluded,Excluded
275,1103.985,2,0.1904761905,275,0.1295738248,0.0,3.0,580,6,40,15,Full community,0.0,0.15,Excluded,Included
428,302.1164,3,0.4761904762,428,0.1217363012,0.0,3.0,580,25,40,15,Full community,0.0,0.625,Excluded,Excluded
448,328.8968,4,0.1904761905,448,0.1355965737,0.0,2.0,580,17,40,15,Full community,0.0,0.425,Excluded,Excluded
552,406.2678,5,0.0,552,0.1365546218,0.0,3.0,580,20,40,15,Full community,0.0,0.5,Excluded,Excluded
855,335.0317,6,-0.4226190476,855,0.1275311062,0.0,1.0,580,35,40,15,Full community,0.0,0.875,Included,Excluded
856,568.9821,7,-0.4642857143,856,0.133707619,0.0,1.0,580,37,40,15,Full community,0.0,0.925,Included,Excluded
875,255.5034,8,-0.5,875,0.1553030303,0.0,1.0,580,38,40,15,Full community,0.0,0.95,Included,Excluded
253,432.619,0,-0.8333333333,253,0.1127622889,0.0,2.0,581,2,84,25,Full community,1.0,0.023809523809523808,Included,Included
428,755.371,1,-0.625,428,0.1400111341,0.0,3.0,581,34,84,25,Full community,1.0,0.40476190476190477,Included,Excluded
439,940.6666,2,-0.4166666667,439,0.105626327,0.0,3.0,581,35,84,25,Full community,1.0,0.4166666666666667,Included,Excluded
461,256.5881,3,0.175,461,0.1153678648,0.0,2.0,581,36,84,25,Full community,1.0,0.42857142857142855,Excluded,Excluded
496,999.004,4,0.4761904762,496,0.1268074303,0.0,4.0,581,68,84,25,Full community,1.0,0.8095238095238095,Excluded,Excluded
531,531.0306,5,0.4053571429,531,0.1175430442,0.0,4.0,581,66,84,25,Full community,1.0,0.7857142857142857,Excluded,Excluded
695,904.2976,6,0.630952381,695,0.1051889037,0.0,4.0,581,63,84,25,Full community,1.0,0.75,Excluded,Excluded
333,486.6964,0,-0.4761904762,333,0.3753770222,0.0,1.0,583,21,75,23,Full community,0.0,0.28,Included,Included
351,1253.528,1,0.4027210884,351,0.2232163939,0.0,3.0,583,51,75,23,Full community,0.0,0.68,Excluded,Excluded
435,905.1727,2,-0.1904761905,435,0.2803386169,0.0,3.0,583,53,75,23,Full community,0.0,0.7066666666666667,Excluded,Excluded
547,363.0357,3,-0.4761904762,547,0.3142047372,0.0,3.0,583,27,75,23,Full community,0.0,0.36,Included,Excluded
557,362.0214,4,0.0,557,0.2769129163,0.0,3.0,583,66,75,23,Full community,0.0,0.88,Excluded,Excluded
785,730.6191,5,0.0380952381,785,0.3135797187,0.0,3.0,583,70,75,23,Full community,0.0,0.9333333333333333,Excluded,Excluded
828,1513.178,6,-0.0666666667,828,0.1654548607,0.0,3.0,583,40,75,23,Full community,0.0,0.5333333333333333,Excluded,Excluded
836,1024.699,7,0.768707483,836,0.2744420055,0.0,3.0,583,68,75,23,Full community,0.0,0.9066666666666666,Excluded,Excluded
385,334.8016,0,-0.75,385,0.1666666667,0.0,2.0,584,34,76,35,Full community,1.0,0.4473684210526316,Included,Included
659,188.3942,1,-0.25,659,0.1666666667,0.0,1.0,584,30,76,35,Full community,1.0,0.39473684210526316,Excluded,Included
845,649.8254,2,0.0,845,0.1666666667,0.0,3.0,584,10,76,35,Full community,1.0,0.13157894736842105,Excluded,Included
873,228.0646,3,0.25,873,0.1666666667,0.0,2.0,584,9,76,35,Full community,1.0,0.11842105263157894,Excluded,Included
891,714.9453,4,0.75,891,0.1666666667,0.0,2.0,584,65,76,35,Full community,1.0,0.8552631578947368,Excluded,Excluded
27,328.6369,0,0.0,27,0.0909090909,0.0,2.0,586,32,63,16,Hybrid,0.0,0.5079365079365079,Excluded,Excluded
235,828.9189,1,0.0816326531,235,0.0952143422,0.0,3.0,586,34,63,16,Hybrid,0.0,0.5396825396825397,Excluded,Excluded
412,206.7143,2,-0.693877551,412,0.0829217623,0.0,1.0,586,3,63,16,Hybrid,0.0,0.047619047619047616,Included,Included
434,317.4609,3,0.6666666667,434,0.1038961039,0.0,4.0,586,60,63,16,Hybrid,0.0,0.9523809523809523,Excluded,Excluded
473,899.6011,4,0.2993197279,473,0.0920344678,0.0,3.0,586,38,63,16,Hybrid,0.0,0.6031746031746031,Excluded,Excluded
497,470.5714,5,0.0,497,0.0884830821,0.0,2.0,586,24,63,16,Hybrid,0.0,0.38095238095238093,Excluded,Excluded
546,525.5744,6,0.462585034,546,0.0887989757,0.0,3.0,586,45,63,16,Hybrid,0.0,0.7142857142857143,Excluded,Excluded
623,476.6429,7,-0.7346938776,623,0.1031168502,0.0,1.0,586,5,63,16,Hybrid,0.0,0.07936507936507936,Included,Included
840,880.6667,8,-0.0816326531,840,0.0893118185,0.0,3.0,586,49,63,16,Hybrid,0.0,0.7777777777777778,Excluded,Excluded
93,1517.994,0,0.0,93,0.1988304094,0.0,3.0,588,18,28,14,Hybrid,1.0,0.6428571428571429,Excluded,Excluded
368,908.1429,1,0.0,368,0.1988304094,0.0,2.0,588,21,28,14,Hybrid,1.0,0.75,Excluded,Excluded
433,639.9316,2,0.1666666667,433,0.1988304094,0.0,3.0,588,22,28,14,Hybrid,1.0,0.7857142857142857,Excluded,Excluded
825,767.8959,6,-0.1666666667,825,0.2024141133,0.0,2.0,588,11,28,14,Hybrid,1.0,0.39285714285714285,Excluded,Included
912,2488.693,7,0.8333333333,912,0.1988304094,0.0,4.0,588,15,28,14,Hybrid,1.0,0.5357142857142857,Excluded,Excluded
209,252.6905,0,0.0,209,0.158974359,0.0,1.0,589,8,54,4,Full community,1.0,0.14814814814814814,Excluded,Excluded
267,3614.03,1,0.875,267,0.1567357513,0.0,3.0,589,51,54,4,Full community,1.0,0.9444444444444444,Excluded,Excluded
378,593.1453,2,0.0535714286,378,0.14161587,0.0,2.0,589,43,54,4,Full community,1.0,0.7962962962962963,Excluded,Excluded
521,295.9896,3,-0.2678571429,521,0.1502938034,0.0,2.0,589,21,54,4,Full community,1.0,0.3888888888888889,Excluded,Excluded
631,744.1964,4,0.4464285714,631,0.1664305232,0.0,2.0,589,53,54,4,Full community,1.0,0.9814814814814815,Excluded,Excluded
673,1357.394,5,0.5178571429,673,0.1466084331,0.0,3.0,589,49,54,4,Full community,1.0,0.9074074074074074,Excluded,Excluded
697,383.3817,6,-0.7678571429,697,0.141895516,0.0,3.0,589,10,54,4,Full community,1.0,0.18518518518518517,Included,Excluded
868,220.8981,7,-0.375,868,0.1485166425,0.0,1.0,589,37,54,4,Full community,1.0,0.6851851851851852,Included,Excluded
924,336.4881,8,-0.4821428571,924,0.1440906638,0.0,3.0,589,7,54,4,Full community,1.0,0.12962962962962962,Included,Excluded
17,328.6369,0,-0.6166666667,17,0.1222140721,0.0,1.0,590,27,85,28,Hybrid,0.0,0.3176470588235294,Included,Included
126,324.5179,1,0.6321428571,126,0.1162361083,0.0,3.0,590,61,85,28,Hybrid,0.0,0.7176470588235294,Excluded,Excluded
171,708.5891,2,0.375,171,0.1148597422,0.0,3.0,590,65,85,28,Hybrid,0.0,0.7647058823529411,Excluded,Excluded
462,251.7942,3,-0.0726190476,462,0.1115999355,0.0,3.0,590,59,85,28,Hybrid,0.0,0.6941176470588235,Excluded,Excluded
703,330.4833,4,0.1666666667,703,0.1319257994,0.0,1.0,590,33,85,28,Hybrid,0.0,0.38823529411764707,Excluded,Excluded
809,1187.059,5,0.5988095238,809,0.1263348421,0.0,3.0,590,63,85,28,Hybrid,0.0,0.7411764705882353,Excluded,Excluded
825,238.5857,6,-0.3833333333,825,0.1018353965,0.0,1.0,590,32,85,28,Hybrid,0.0,0.3764705882352941,Included,Excluded
875,329.4453,7,-0.7,875,0.1139289642,0.0,1.0,590,18,85,28,Hybrid,0.0,0.21176470588235294,Included,Included
129,353.3185,0,0.8888888889,129,0.1193415638,0.0,3.0,591,78,80,25,Hybrid,1.0,0.975,Excluded,Excluded
229,778.8809,1,0.1587301587,229,0.1222954699,0.0,3.0,591,59,80,25,Hybrid,1.0,0.7375,Excluded,Excluded
245,319.6938,2,0.380952381,245,0.104693913,0.0,1.0,591,57,80,25,Hybrid,1.0,0.7125,Excluded,Excluded
493,871.9842,3,-0.0317460317,493,0.11573567,0.0,4.0,591,39,80,25,Hybrid,1.0,0.4875,Excluded,Excluded
524,666.4405,4,-0.4126984127,524,0.1048163333,0.0,2.0,591,4,80,25,Hybrid,1.0,0.05,Included,Included
578,272.7148,5,0.0634920635,578,0.1262938349,0.0,3.0,591,30,80,25,Hybrid,1.0,0.375,Excluded,Excluded
696,207.705,6,-0.0634920635,696,0.1097740024,0.0,3.0,591,47,80,25,Hybrid,1.0,0.5875,Excluded,Excluded
744,164.9381,7,-0.1904761905,744,0.1190184049,0.0,1.0,591,28,80,25,Hybrid,1.0,0.35,Excluded,Excluded
773,361.1681,8,-0.7936507937,773,0.1118453255,0.0,3.0,591,3,80,25,Hybrid,1.0,0.0375,Included,Included
184,399.6786,0,0.0317460317,184,0.1368539236,0.0,2.0,594,16,54,21,Full community,0.0,0.2962962962962963,Excluded,Included
211,525.3768,1,0.7301587302,211,0.1303343477,0.0,2.0,594,53,54,21,Full community,0.0,0.9814814814814815,Excluded,Excluded
217,244.7381,2,-0.8888888889,217,0.1323232323,0.0,1.0,594,1,54,21,Full community,0.0,0.018518518518518517,Included,Included
324,324.4205,3,-0.1587301587,324,0.1267876287,0.0,4.0,594,11,54,21,Full community,0.0,0.2037037037037037,Excluded,Included
348,206.7789,4,0.4126984127,348,0.1449834566,0.0,2.0,594,43,54,21,Full community,0.0,0.7962962962962963,Excluded,Excluded
719,295.2364,5,0.0,719,0.1258470668,0.0,5.0,594,29,54,21,Full community,0.0,0.5370370370370371,Excluded,Excluded
828,1519.059,6,0.6984126984,828,0.1303080007,0.0,3.0,594,54,54,21,Full community,0.0,1.0,Excluded,Excluded
831,1013.122,7,-0.2222222222,831,0.1506307698,0.0,1.0,594,13,54,21,Full community,0.0,0.24074074074074073,Excluded,Included
983,156.736,8,-0.6031746032,983,0.1351781363,0.0,1.0,594,15,54,21,Full community,0.0,0.2777777777777778,Included,Included
196,209.5146,0,0.0317460317,196,0.1352883066,0.0,5.0,595,1,60,14,Hybrid,0.0,0.016666666666666666,Excluded,Included
198,221.131,1,-0.3174603175,198,0.0906945474,0.0,1.0,595,2,60,14,Hybrid,0.0,0.03333333333333333,Included,Included
346,542.7774,2,0.1587301587,346,0.1565829964,0.0,2.0,595,3,60,14,Hybrid,0.0,0.05,Excluded,Included
354,312.8571,3,-0.5079365079,354,0.1441402289,0.0,4.0,595,4,60,14,Hybrid,0.0,0.06666666666666667,Included,Included
397,879.1827,4,-0.0,397,0.1338825518,0.0,2.0,595,5,60,14,Hybrid,0.0,0.08333333333333333,Excluded,Included
463,239.7976,5,-0.0317460317,463,0.1153865055,0.0,2.0,595,6,60,14,Hybrid,0.0,0.1,Excluded,Included
597,507.246,6,0.1587301587,597,0.1181700614,0.0,2.0,595,7,60,14,Hybrid,0.0,0.11666666666666667,Excluded,Included
725,354.0732,7,-0.1904761905,725,0.1319142443,0.0,3.0,595,9,60,14,Hybrid,0.0,0.15,Excluded,Included
960,360.8631,8,0.6984126984,960,0.1679810916,0.0,4.0,595,10,60,14,Hybrid,0.0,0.16666666666666666,Excluded,Included
29,482.0203,0,-0.0317460317,29,0.1563589851,0.0,5.0,596,31,51,18,Full community,0.0,0.6078431372549019,Excluded,Excluded
318,2534.883,1,0.8888888889,318,0.1682539683,0.0,6.0,596,46,51,18,Full community,0.0,0.9019607843137255,Excluded,Excluded
359,724.5863,2,0.6666666667,359,0.1619332337,0.0,4.0,596,43,51,18,Full community,0.0,0.8431372549019608,Excluded,Excluded
445,420.0184,3,-0.253968254,445,0.1559678053,0.0,3.0,596,33,51,18,Full community,0.0,0.6470588235294118,Excluded,Excluded
494,298.1032,4,-0.6666666667,494,0.1547184504,0.0,3.0,596,16,51,18,Full community,0.0,0.3137254901960784,Included,Included
502,512.1944,5,0.1587301587,502,0.156202234,0.0,1.0,596,37,51,18,Full community,0.0,0.7254901960784313,Excluded,Excluded
587,326.7713,6,0.253968254,587,0.1631092611,0.0,4.0,596,27,51,18,Full community,0.0,0.5294117647058824,Excluded,Excluded
945,178.8214,7,-0.6349206349,945,0.156438845,0.0,2.0,596,13,51,18,Full community,0.0,0.2549019607843137,Included,Included
956,401.1393,8,-0.380952381,956,0.1573720088,0.0,3.0,596,25,51,18,Full community,0.0,0.49019607843137253,Included,Excluded
156,1578.083,0,0.8333333333,156,0.2666666667,0.0,4.0,597,46,52,6,Hybrid,0.0,0.8846153846153846,Excluded,Excluded
361,289.8423,1,-0.2777777778,361,0.4456521739,0.0,2.0,597,16,52,6,Hybrid,0.0,0.3076923076923077,Included,Excluded
